model_conditions,model_usage,covariate,Deriv,type1,type2,stat,year,prop,soil,depth_int,depth,top_depth,bot_depth
0,9,rel_190m,Terrain,relative elevation,local relief,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,28,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_0_5,buf_pH,0_5,0-5,0,5
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_15_30,buf_pH,15_30,15-30,15,30
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,silt_15_30,silt,15_30,15-30,15,30
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_2010m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,10,rel_210m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_15_30,buf_pH,15_30,15-30,15,30
0,8,rel_210m,Terrain,relative elevation,local relief,,2006-2009,CCE_30_60,CCE,30_60,30-60,30,60
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,cf_15_30,cf,15_30,15-30,15,30
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
7,2,rel_210m,Terrain,relative elevation,local relief,,2006-2009,Mg_0_5,Mg,0_5,0-5,0,5
0,14,rel_210m,Terrain,relative elevation,local relief,,2006-2009,Mg_5_15,Mg,5_15,`5-15,5,15
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
15,30,rel_210m,Terrain,relative elevation,local relief,,2006-2009,pH_30_60,pH,30_60,30-60,30,60
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,pH_5_15,pH,5_15,`5-15,5,15
0,5,rel_210m,Terrain,relative elevation,local relief,,2006-2009,sand_15_30,sand,15_30,15-30,15,30
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,10,rel_210m,Terrain,relative elevation,local relief,,2006-2009,sand_30_60,sand,30_60,30-60,30,60
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,20,rel_210m,Terrain,relative elevation,local relief,,2006-2009,silt_5_15,silt,5_15,`5-15,5,15
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_210m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,5,rel_210m,Terrain,relative elevation,local relief,,2006-2009,Total N_5_15,Total N,5_15,`5-15,5,15
0,2,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,CEC_0_5,CEC,0_5,0-5,0,5
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,K_5_15,K,5_15,`5-15,5,15
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,Mg_0_5,Mg,0_5,0-5,0,5
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,Mg_5_15,Mg,5_15,`5-15,5,15
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,rel_2190m,Terrain,relative elevation,local relief,,2006-2009,TOC_60_100,TOC,60_100,60-100,60,100
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,Ca_100_150,Ca,100_150,100-150,100,150
38,36,rel_21m,Terrain,relative elevation,local relief,,2006-2009,CCE_60_100,CCE,60_100,60-100,60,100
0,21,rel_21m,Terrain,relative elevation,local relief,,2006-2009,cf_15_30,cf,15_30,15-30,15,30
0,19,rel_21m,Terrain,relative elevation,local relief,,2006-2009,cf_60_100,cf,60_100,60-100,60,100
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,5,rel_21m,Terrain,relative elevation,local relief,,2006-2009,K_0_5,K,0_5,0-5,0,5
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,Mg_100_150,Mg,100_150,100-150,100,150
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,P_Bray_0_5,Bray P,0_5,0-5,0,5
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,P_Olsen_0_5,Olsen P,0_5,0-5,0,5
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,P_Olsen_30_60,Olsen P,30_60,30-60,30,60
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,5,rel_21m,Terrain,relative elevation,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_21m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,10,rel_230m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_15_30,buf_pH,15_30,15-30,15,30
0,15,rel_230m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_30_60,buf_pH,30_60,30-60,30,60
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,12,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
0,6,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Ca_100_150,Ca,100_150,100-150,100,150
0,16,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Ca_15_30,Ca,15_30,15-30,15,30
0,10,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Ca_30_60,Ca,30_60,30-60,30,60
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,cf_60_100,cf,60_100,60-100,60,100
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,pH_0_5,pH,0_5,0-5,0,5
0,9,rel_230m,Terrain,relative elevation,local relief,,2006-2009,pH_15_30,pH,15_30,15-30,15,30
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
1,11,rel_230m,Terrain,relative elevation,local relief,,2006-2009,pH_30_60,pH,30_60,30-60,30,60
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,pH_5_15,pH,5_15,`5-15,5,15
0,1,rel_230m,Terrain,relative elevation,local relief,,2006-2009,pH_60_100,pH,60_100,60-100,60,100
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,10,rel_230m,Terrain,relative elevation,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,sand_60_100,sand,60_100,60-100,60,100
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,silt_30_60,silt,30_60,30-60,30,60
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,8,rel_230m,Terrain,relative elevation,local relief,,2006-2009,TOC_60_100,TOC,60_100,60-100,60,100
5,0,rel_230m,Terrain,relative elevation,local relief,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,25,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,Ca_150_200,Ca,150_200,150-200,150,200
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,CEC_150_200,CEC,150_200,150-200,150,200
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
9,7,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,Mg_0_5,Mg,0_5,0-5,0,5
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,P_Olsen_0_5,Olsen P,0_5,0-5,0,5
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,rel_2370m,Terrain,relative elevation,local relief,,2006-2009,TOC_60_100,TOC,60_100,60-100,60,100
0,23,rel_250m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_5_15,buf_pH,5_15,`5-15,5,15
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,Ca_5_15,Ca,5_15,`5-15,5,15
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,CEC_150_200,CEC,150_200,150-200,150,200
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,clay_0_5,clay,0_5,0-5,0,5
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,15,rel_250m,Terrain,relative elevation,local relief,,2006-2009,P_Olsen_0_5,Olsen P,0_5,0-5,0,5
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,P_Olsen_60_100,Olsen P,60_100,60-100,60,100
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,10,rel_250m,Terrain,relative elevation,local relief,,2006-2009,silt_15_30,silt,15_30,15-30,15,30
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,silt_30_60,silt,30_60,30-60,30,60
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_250m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,10,rel_250m,Terrain,relative elevation,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
5,2,rel_250m,Terrain,relative elevation,local relief,,2006-2009,TOC_30_60,TOC,30_60,30-60,30,60
0,3,rel_250m,Terrain,relative elevation,local relief,,2006-2009,TOC_60_100,TOC,60_100,60-100,60,100
0,5,rel_250m,Terrain,relative elevation,local relief,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
3,9,rel_250m,Terrain,relative elevation,local relief,,2006-2009,Total N_30_60,Total N,30_60,30-60,30,60
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,K_15_30,K,15_30,15-30,15,30
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,sand_60_100,sand,60_100,60-100,60,100
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,rel_2550m,Terrain,relative elevation,local relief,,2006-2009,Total N_60_100,Total N,60_100,60-100,60,100
0,50,rel_270m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_15_30,buf_pH,15_30,15-30,15,30
0,7,rel_270m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_30_60,buf_pH,30_60,30-60,30,60
0,9,rel_270m,Terrain,relative elevation,local relief,,2006-2009,Ca_15_30,Ca,15_30,15-30,15,30
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,CEC_150_200,CEC,150_200,150-200,150,200
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,Mg_0_5,Mg,0_5,0-5,0,5
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,Mg_15_30,Mg,15_30,15-30,15,30
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,9,rel_270m,Terrain,relative elevation,local relief,,2006-2009,P_Olsen_0_5,Olsen P,0_5,0-5,0,5
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,P_Olsen_5_15,Olsen P,5_15,`5-15,5,15
0,16,rel_270m,Terrain,relative elevation,local relief,,2006-2009,pH_15_30,pH,15_30,15-30,15,30
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_270m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,3,rel_270m,Terrain,relative elevation,local relief,,2006-2009,TOC_60_100,TOC,60_100,60-100,60,100
0,8,rel_270m,Terrain,relative elevation,local relief,,2006-2009,Total N_30_60,Total N,30_60,30-60,30,60
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,rel_2730m,Terrain,relative elevation,local relief,,2006-2009,TOC_30_60,TOC,30_60,30-60,30,60
0,2,rel_27m,Terrain,relative elevation,local relief,,2006-2009,CCE_100_150,CCE,100_150,100-150,100,150
0,10,rel_27m,Terrain,relative elevation,local relief,,2006-2009,CEC_15_30,CEC,15_30,15-30,15,30
0,35,rel_27m,Terrain,relative elevation,local relief,,2006-2009,cf_100_150,cf,100_150,100-150,100,150
0,8,rel_27m,Terrain,relative elevation,local relief,,2006-2009,cf_30_60,cf,30_60,30-60,30,60
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,10,rel_27m,Terrain,relative elevation,local relief,,2006-2009,clay_30_60,clay,30_60,30-60,30,60
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,Mg_100_150,Mg,100_150,100-150,100,150
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,Mg_5_15,Mg,5_15,`5-15,5,15
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,P_Olsen_15_30,Olsen P,15_30,15-30,15,30
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,silt_30_60,silt,30_60,30-60,30,60
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,5,rel_27m,Terrain,relative elevation,local relief,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
0,0,rel_27m,Terrain,relative elevation,local relief,,2006-2009,Total N_30_60,Total N,30_60,30-60,30,60
0,0,rel_290m,Terrain,relative elevation,local relief,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
5,2,rel_290m,Terrain,relative elevation,local relief,,2006-2009,Ca_15_30,Ca,15_30,15-30,15,30
